RiskPerformance;ExternalRiskEstimate;NetFractionRevolvingBurden;AverageMInFile;MSinceOldestTradeOpen;PercentTradesWBalance;PercentInstallTrades;NumSatisfactoryTrades;NumTotalTrades;PercentTradesNeverDelq;MSinceMostRecentInqexcl7days
1;69;48;57;127;80;34;29;29;100;4
0;87;13;73;263;42;24;21;21;100;9
0;88;3;164;435;43;0;19;19;100;4
0;85;0;90;165;50;31;16;16;100;0
0;84;13;94;217;17;12;25;25;100;20
0;73;20;52;106;70;48;44;48;100;5
0;89;0;108;191;50;33;3;3;100;1
1;69;42;106;265;57;15;10;13;67;1
0;68;9;72;248;33;28;35;39;97;11
1;64;51;69;149;100;25;23;25;83;1
0;78;49;92;227;63;57;28;43;100;5
0;63;10;69;219;43;17;44;48;100;1
0;80;38;97;381;57;37;35;37;100;14
1;65;45;62;155;71;48;39;40;80;4
0;81;5;120;356;56;32;32;34;94;0
1;65;87;109;246;100;24;19;21;81;20
0;77;40;82;200;78;38;26;26;100;14
0;73;47;110;197;57;27;21;22;91;0
1;72;13;36;61;60;54;13;13;100;2
0;70;39;39;212;73;27;13;15;100;1
0;73;30;62;149;58;20;25;25;100;2
0;67;70;39;101;89;33;15;15;100;5
0;77;22;88;225;65;21;44;58;98;10
1;65;26;42;107;43;19;37;37;97;9
1;73;47;70;149;86;31;10;13;85;6
0;73;60;85;161;67;22;33;36;100;0
0;87;2;71;213;47;40;40;43;100;4
0;84;11;115;339;23;22;27;27;100;22
1;64;32;66;157;75;45;38;42;95;1
0;84;8;106;210;46;45;31;31;100;6
0;75;67;92;229;71;8;25;25;100;14
0;84;7;80;249;27;24;23;26;100;3
0;87;11;98;436;73;9;30;33;100;2
0;75;46;77;176;78;43;23;28;100;1
1;75;67;67;132;67;29;20;21;90;0
0;81;11;89;162;33;31;26;26;100;3
0;78;18;90;266;70;36;41;44;100;2
0;84;31;95;169;50;35;17;17;100;0
1;83;13;108;414;88;45;30;31;100;1
0;70;31;36;76;64;25;19;20;100;0
0;81;4;78;159;50;38;21;24;92;0
0;90;5;120;226;63;47;15;15;100;0
0;57;63;93;239;90;37;28;30;93;0
1;73;41;30;72;80;62;13;13;100;0
0;82;0;48;118;33;24;15;18;100;2
0;79;42;132;290;75;27;31;33;100;0
1;78;5;73;218;41;29;35;36;97;22
1;75;3;115;337;42;37;27;27;89;11
0;88;11;102;250;75;47;14;15;93;11
1;68;24;77;277;47;16;37;38;92;0
0;91;1;100;318;56;64;22;22;100;13
0;82;12;65;129;67;30;19;20;100;1
0;78;0;72;136;80;36;21;28;93;1
0;60;58;88;224;75;41;27;27;93;3
0;67;78;35;85;78;19;16;16;100;0
0;78;3;62;114;33;22;36;36;100;5
0;80;42;100;290;40;30;10;10;100;0
0;72;52;63;133;83;24;17;17;100;0
1;56;93;10;24;75;20;4;5;100;0
0;72;53;180;403;83;17;23;23;87;0
1;56;60;80;180;91;63;35;38;95;0
0;76;59;75;219;71;35;17;17;100;11
1;68;6;88;197;17;36;8;11;55;1
1;63;92;85;154;100;21;21;25;92;1
0;78;39;32;114;67;67;8;9;100;1
0;61;21;74;264;64;49;34;35;89;1
0;77;6;76;273;67;38;37;37;100;6
1;66;62;50;160;100;44;16;18;89;1
1;62;87;99;275;92;55;21;22;91;15
0;68;59;70;158;60;51;42;45;98;2
0;90;3;154;451;50;33;11;12;100;16
0;63;42;106;293;80;26;17;19;79;14
0;75;11;53;248;50;25;24;24;100;3
1;65;88;115;195;86;44;12;16;63;17
0;76;12;52;93;60;40;35;35;100;2
0;65;13;60;113;100;29;6;7;71;1
0;89;10;103;348;57;27;11;11;100;10
0;78;9;61;149;80;47;43;44;100;1
1;71;51;95;216;72;29;26;28;86;17
0;88;7;155;368;71;18;16;17;100;2
0;78;2;40;76;67;35;22;23;100;0
0;64;19;151;390;68;51;67;74;76;1
0;83;3;79;182;46;43;40;40;100;6
0;81;5;63;133;25;35;20;20;100;11
0;82;2;86;205;44;19;30;31;97;0
1;68;42;76;168;60;16;31;31;97;2
1;56;16;67;201;58;31;25;26;85;12
0;83;11;76;302;20;25;16;16;100;3
0;68;87;89;209;100;38;44;48;98;6
1;73;33;44;288;82;23;13;13;100;3
0;80;9;61;228;57;29;46;49;100;0
1;78;6;99;238;70;44;30;32;94;1
0;80;13;77;200;57;24;25;25;100;2
1;81;9;85;204;54;35;40;43;100;0
0;74;10;197;369;44;10;21;21;95;1
0;77;18;145;438;60;8;12;13;92;0
1;70;0;95;235;40;33;14;15;93;7
0;80;8;80;355;57;23;23;27;100;1
0;74;58;66;121;86;48;21;21;95;9
1;63;29;76;181;53;12;22;25;80;3
0;70;57;107;266;64;50;23;24;100;2
0;86;10;119;342;100;33;8;9;100;0
0;83;25;87;150;75;60;15;15;100;1
0;67;69;52;114;86;13;13;15;67;5
1;62;40;80;150;100;30;21;23;87;14
0;72;48;66;184;65;34;30;32;100;1
0;71;84;76;236;91;60;18;20;100;1
0;66;30;87;240;89;43;19;22;95;3
0;80;0;53;145;20;17;29;30;100;10
0;57;79;90;336;89;38;36;39;90;6
0;78;6;78;294;33;24;28;29;97;2
1;57;16;11;27;60;33;5;6;100;1
0;78;19;41;156;71;38;13;13;100;3
0;83;8;100;272;75;31;27;29;100;3
0;75;0;70;160;43;33;21;21;100;3
0;84;0;158;329;50;10;9;10;90;9
0;65;62;77;268;83;24;40;42;98;3
1;81;77;92;175;100;55;11;11;100;6
0;90;1;113;354;43;15;26;27;100;18
1;78;30;55;138;23;25;20;20;100;8
0;82;14;67;163;25;17;46;47;100;4
0;85;5;49;190;57;30;9;10;100;3
0;64;63;89;233;78;33;39;39;100;0
0;66;22;33;66;57;44;16;16;94;3
0;74;15;32;100;43;30;25;27;100;3
0;78;51;71;294;73;29;28;28;100;2
0;80;20;124;237;63;18;11;11;91;4
0;66;60;59;139;88;24;20;21;100;1
0;64;56;104;217;83;50;15;16;88;1
0;68;8;81;152;100;43;25;28;89;0
0;74;39;44;183;75;33;12;12;100;6
0;75;21;107;302;67;24;20;21;100;2
0;61;59;88;195;67;32;19;20;95;1
0;71;43;116;303;75;24;20;21;86;2
0;79;25;91;243;83;28;25;26;100;19
0;81;17;90;300;31;21;18;19;100;2
0;80;3;62;195;44;37;19;19;100;5
0;67;54;100;294;87;30;37;40;100;1
1;75;43;93;278;100;47;17;17;100;2
1;58;0;73;182;30;29;22;24;79;1
0;83;7;57;143;75;17;22;24;100;1
1;59;45;73;225;83;54;52;54;98;0
0;62;67;76;341;85;45;33;33;100;1
0;82;12;93;241;56;32;21;22;100;1
1;71;3;94;200;44;36;25;28;71;8
0;67;70;146;319;77;41;27;29;93;5
1;82;58;116;295;67;40;5;5;100;6
0;77;14;94;205;57;20;44;44;100;3
1;80;0;43;87;50;21;14;14;100;4
0;84;2;76;150;45;16;24;25;100;12
0;75;12;79;438;52;20;48;53;100;0
1;79;82;94;222;88;42;24;24;100;9
0;77;19;73;171;50;29;23;24;100;2
1;84;3;157;403;75;7;26;27;100;13
0;84;4;82;295;30;22;34;37;100;3
1;62;99;18;58;100;25;4;4;100;2
1;80;11;97;176;80;38;13;13;77;1
1;77;0;70;155;50;64;13;14;93;14
1;67;56;55;115;82;58;21;26;96;0
1;77;23;51;115;64;26;30;31;100;0
0;80;1;86;306;35;27;33;37;97;0
0;72;1;83;226;80;47;33;37;97;0
1;62;47;46;75;71;59;19;23;82;0
1;79;14;85;161;100;78;7;9;100;0
1;67;24;45;101;43;38;24;25;100;0
1;77;11;84;305;71;65;16;20;90;0
1;69;6;50;147;36;36;26;28;93;0
1;57;89;71;165;88;44;38;48;98;0
0;56;8;63;124;86;62;23;29;72;0
1;61;111;78;170;100;57;18;21;71;0
0;61;2;95;344;73;64;26;28;79;0
1;75;0;48;89;50;50;10;10;90;0
1;55;64;119;324;83;44;32;36;94;0
1;80;21;49;94;45;14;27;28;100;0
1;84;25;79;186;75;75;14;16;100;0
0;85;4;75;243;31;23;22;22;100;0
0;85;6;83;316;75;50;35;36;100;0
0;50;13;63;130;88;12;10;17;59;0
1;58;82;19;38;100;64;13;14;93;0
1;61;87;95;247;93;59;36;39;92;0
1;63;30;88;291;82;32;25;25;84;0
1;61;101;5;6;100;50;2;2;100;0
1;65;80;64;240;79;50;29;32;97;0
1;73;91;87;217;100;17;34;36;100;0
1;79;50;94;212;79;39;18;18;100;0
1;68;50;88;373;58;19;21;21;90;0
0;77;33;98;174;75;33;19;21;100;0
1;69;15;96;236;55;20;37;41;95;0
0;79;40;54;168;88;34;25;29;100;0
1;55;25;67;222;67;59;14;17;94;0
1;86;0;174;362;33;17;5;6;83;0
0;60;1;64;121;83;57;21;23;96;0
1;73;19;68;189;50;52;32;33;91;0
1;79;40;122;192;75;20;4;5;100;0
1;59;63;74;389;68;32;42;47;83;0
0;70;14;104;347;75;41;22;22;82;0
1;73;28;15;39;100;33;9;9;100;0
1;61;62;95;246;88;38;18;21;86;0
0;81;27;152;396;63;11;27;28;100;0
1;56;38;69;179;78;39;27;31;87;0
0;72;66;61;214;64;33;21;21;100;0
1;69;38;69;215;50;21;24;28;96;0
1;60;6;81;197;40;17;16;18;78;0
1;56;101;77;175;90;24;17;17;88;0
0;65;31;73;198;57;17;22;24;88;0
1;65;0;15;27;80;90;9;10;100;0
0;59;52;46;67;60;20;4;5;60;0
1;66;89;34;59;100;75;4;4;100;0
1;72;48;79;178;70;17;56;59;100;0
1;78;64;55;176;67;12;15;17;100;0
1;59;92;116;167;93;13;28;32;75;0
1;73;54;74;345;62;20;25;25;92;0
1;54;96;61;140;100;63;7;13;50;0
0;84;15;67;138;86;55;21;22;100;0
0;69;46;130;369;91;30;23;30;93;0
1;69;31;105;379;60;74;15;19;84;0
1;61;28;26;39;67;60;4;6;60;0
1;73;58;101;293;75;36;24;25;92;0
1;68;68;62;136;67;54;35;37;92;0
0;84;23;72;204;67;59;16;17;100;0
1;64;30;48;181;69;59;26;27;93;0
1;58;99;55;119;100;34;29;32;75;0
1;68;42;104;514;80;50;14;16;94;0
0;81;4;59;141;44;51;34;37;97;0
1;65;16;194;604;74;36;43;45;91;0
1;64;85;80;129;75;59;11;18;88;0
1;68;69;71;256;80;23;34;35;97;0
1;59;77;35;63;57;6;15;16;88;0
1;80;27;59;117;54;24;32;34;100;0
1;64;31;101;363;42;31;33;35;74;0
1;66;28;24;51;71;58;12;12;100;0
1;72;43;75;185;70;38;24;26;96;0
1;66;81;31;79;100;45;19;20;100;0
1;64;37;68;287;67;24;28;29;93;0
1;67;0;111;323;71;59;16;22;73;0
0;58;35;31;71;56;41;20;22;91;0
0;89;6;155;317;80;20;9;10;100;0
1;61;91;80;172;80;14;4;7;43;0
1;57;41;74;269;58;40;29;30;70;0
1;59;69;47;114;90;55;20;22;86;0
0;74;29;90;188;64;46;25;27;96;0
1;65;19;110;314;90;65;24;27;96;0
0;33;51;88;243;100;55;13;20;50;0
0;78;4;53;177;57;38;16;16;100;0
0;85;10;124;166;54;38;26;27;100;0
0;87;4;138;264;57;17;28;60;100;8
1;68;77;87;180;88;62;54;58;100;0
1;70;75;65;143;88;50;19;20;95;13
1;81;31;120;368;83;10;9;10;90;1
0;66;65;84;161;100;78;7;9;89;3
1;74;14;75;202;41;32;25;26;100;0
1;80;92;211;233;50;0;4;4;100;23
0;75;42;69;232;80;42;34;36;97;2
1;63;58;76;141;100;29;16;17;88;13
0;73;49;86;354;70;38;26;26;100;0
1;63;82;56;148;92;45;31;38;97;0
1;57;46;60;152;80;50;16;20;70;2
1;81;88;184;358;67;19;15;16;100;12
1;74;47;93;236;50;29;17;18;94;0
0;81;16;85;222;38;45;39;40;100;1
0;71;55;65;142;89;45;22;23;100;4
0;72;42;87;254;67;38;20;21;100;5
0;85;2;66;156;80;39;27;28;100;13
0;86;3;99;246;78;47;19;19;100;1
0;91;3;118;323;36;41;25;27;100;18
0;84;19;92;273;40;17;23;23;100;0
0;80;29;65;150;67;17;27;29;100;6
0;84;11;74;213;50;26;33;35;97;9
0;85;2;92;192;67;46;24;26;100;5
1;67;73;81;180;80;53;29;34;94;2
1;71;95;96;236;80;52;22;25;100;1
0;85;14;82;146;56;47;50;62;100;2
0;86;0;109;347;43;38;26;26;100;6
0;84;10;48;123;35;18;30;33;100;4
0;68;31;70;267;80;45;31;31;90;4
0;80;46;98;266;40;35;15;17;100;2
1;72;83;86;133;80;14;20;21;100;10
1;52;100;108;281;100;53;13;18;88;1
0;75;0;166;301;0;46;9;13;62;0
0;71;3;186;439;43;23;19;22;100;6
0;89;1;157;243;50;25;4;4;100;9
1;65;65;87;519;83;33;22;24;92;1
1;77;45;116;291;75;36;14;14;100;0
1;65;27;99;209;81;50;20;30;79;0
1;72;24;105;274;71;45;10;12;100;0
1;57;62;76;158;69;42;24;26;88;0
1;76;14;54;140;67;53;15;15;100;0
0;80;68;105;391;71;21;14;14;100;0
1;72;32;101;293;46;21;18;19;95;0
0;57;85;82;154;88;63;12;16;63;0
1;54;61;147;424;89;27;7;12;73;0
0;68;45;74;178;50;23;30;30;97;0
0;78;7;104;192;33;6;16;17;94;0
1;56;37;40;111;75;56;25;27;96;0
1;59;70;57;158;100;27;12;15;92;0
0;72;10;84;199;56;47;15;19;94;0
1;73;97;144;325;100;17;12;12;100;0
1;76;46;52;181;73;55;29;29;100;0
1;59;48;56;136;59;12;39;42;100;0
1;74;46;52;111;64;34;26;29;100;0
1;59;59;68;178;70;28;14;18;75;0
0;79;24;60;137;44;40;19;20;100;0
0;78;3;39;144;53;37;18;19;100;0
0;83;10;75;161;50;15;26;26;100;0
1;65;28;49;118;62;40;24;25;96;0
1;55;39;71;113;67;56;4;9;56;0
1;71;62;56;150;63;24;19;21;100;0
1;78;19;93;175;41;7;27;28;100;0
0;84;0;156;541;29;22;21;23;100;0
1;70;65;85;172;77;16;29;31;100;0
1;56;59;50;75;71;14;20;21;90;0
1;62;98;36;46;100;25;4;5;100;0
0;81;11;82;271;44;38;23;26;100;0
1;68;36;30;105;70;15;13;13;100;0
0;87;5;106;254;44;43;14;14;100;0
0;66;76;72;143;60;28;14;18;83;0
1;82;20;86;257;56;5;19;19;100;0
1;58;81;124;227;82;14;27;29;93;0
1;47;93;57;57;100;0;1;1;0;0
1;69;36;58;133;45;22;34;36;100;0
0;58;81;62;125;83;60;10;10;80;0
1;60;0;69;179;25;38;19;24;78;0
0;70;44;79;419;38;29;15;21;90;0
1;64;38;37;112;45;33;15;15;93;0
1;59;52;50;167;67;48;22;23;100;0
1;69;79;44;90;89;15;13;13;100;0
0;54;63;54;123;78;42;21;26;88;0
0;90;2;105;381;83;82;11;11;100;0
1;72;0;74;136;0;25;3;4;75;0
1;71;43;53;124;75;64;12;14;92;0
0;68;90;120;255;100;33;16;21;100;0
1;59;33;115;442;63;27;21;26;68;0
1;72;17;80;252;44;20;48;50;100;0
0;82;7;84;254;58;34;29;29;97;0
0;75;43;54;139;43;19;14;16;94;0
1;44;82;51;90;88;38;9;16;47;0
1;56;58;38;162;86;28;30;32;100;0
1;74;11;62;119;62;36;19;22;95;0
1;69;37;51;129;60;46;23;26;92;0
1;68;78;47;166;75;11;17;18;100;0
1;79;1;136;373;38;13;13;15;71;0
1;73;38;48;131;53;37;27;30;100;0
1;67;95;25;130;89;25;10;12;100;0
1;60;97;48;134;90;57;12;15;92;0
1;62;63;48;134;88;63;17;19;94;0
0;66;88;120;213;100;33;12;15;80;0
1;66;79;73;464;80;31;23;26;96;0
1;68;76;91;301;56;18;30;34;100;0
1;83;10;96;254;60;18;27;28;96;0
1;62;45;23;34;100;33;6;6;83;0
0;61;24;67;207;57;40;27;30;97;0
1;57;66;35;47;57;30;5;10;50;0
1;59;31;65;216;55;32;22;31;96;0
1;67;3;80;204;40;39;19;23;95;0
1;61;31;62;180;50;35;12;17;75;0
0;78;7;102;299;45;35;26;31;90;0
0;60;35;67;181;91;40;15;20;80;0
1;83;9;80;209;75;20;4;5;100;0
1;70;77;121;267;83;56;15;16;94;0
1;54;86;34;51;100;33;7;9;63;0
0;61;42;33;46;67;50;7;8;75;0
1;76;3;79;325;80;45;20;20;95;0
1;79;3;74;244;39;14;26;28;93;0
0;78;33;79;292;71;44;16;16;100;0
1;54;91;72;131;50;25;9;12;67;0
1;58;37;40;92;52;22;34;41;100;0
1;68;5;94;182;55;40;19;20;90;0
1;57;89;53;107;82;54;25;26;96;0
1;65;18;43;94;50;42;31;36;91;0
1;75;59;143;293;57;22;9;9;89;0
1;55;43;29;101;100;38;12;13;92;0
0;70;5;130;185;50;11;6;9;67;0
1;77;22;48;110;64;39;17;18;100;0
1;62;3;48;86;100;67;0;3;33;0
0;81;0;90;407;45;36;31;33;100;0
1;62;84;67;141;89;43;28;30;97;0
1;59;82;50;142;78;50;14;16;80;0
0;64;53;55;108;91;20;16;21;75;0
1;70;39;93;219;53;22;23;23;91;0
0;71;22;32;67;56;35;17;20;95;0
0;57;21;62;163;45;16;15;19;89;0
0;60;30;74;143;82;34;22;29;96;0
0;84;1;80;159;30;18;22;22;100;0
1;65;72;34;101;69;33;15;18;100;0
1;62;3;63;156;42;18;31;33;97;0
1;52;69;95;296;85;68;43;47;89;0
1;62;65;26;54;75;43;6;7;86;0
0;62;75;93;214;71;25;23;24;88;0
1;76;4;34;87;65;34;30;35;100;0
1;77;66;60;199;67;21;24;29;100;0
1;54;108;66;164;100;33;5;7;50;0
0;72;15;81;264;50;21;42;44;100;0
1;64;71;80;262;92;44;15;18;83;0
0;78;30;74;241;31;19;25;27;100;0
0;75;2;85;160;58;16;20;25;91;0
1;64;24;34;142;67;33;12;21;85;0
1;57;75;86;280;92;44;24;27;81;0
1;63;69;49;162;89;33;22;24;92;0
0;60;57;58;204;64;35;27;31;86;0
1;75;49;24;44;83;56;8;9;100;0
1;80;57;68;342;83;57;28;28;100;0
1;54;65;87;162;80;31;24;26;85;0
1;82;14;67;354;43;13;13;15;100;1
0;76;2;97;400;75;18;17;17;94;2
1;66;34;64;190;100;22;7;9;78;0
1;83;11;74;210;40;29;24;24;100;0
0;84;24;111;190;33;28;18;19;100;19
0;79;12;88;463;56;20;45;46;100;3
1;59;101;80;163;100;83;5;6;83;6
1;73;38;59;201;86;33;9;9;100;2
0;69;45;35;82;70;25;11;12;92;3
0;73;37;102;333;67;26;25;27;96;0
1;61;81;92;249;77;17;18;18;89;2
0;90;4;95;210;38;21;24;25;100;17
0;61;41;27;61;83;38;7;8;75;2
0;82;3;101;439;33;13;32;33;100;3
1;56;43;55;166;81;28;28;32;78;1
1;65;66;114;442;75;39;28;33;97;2
1;77;0;29;51;64;32;19;22;100;1
0;74;15;102;311;48;20;39;41;100;3
1;65;23;44;157;67;36;13;14;93;4
0;86;0;82;191;8;22;27;28;100;7
0;66;1;116;358;19;38;26;29;97;3
1;61;57;63;222;61;41;43;46;91;4
1;64;48;67;212;69;20;20;20;100;2
1;70;32;73;161;71;54;13;13;85;0
1;59;56;81;246;67;46;34;41;94;8
0;83;8;79;233;67;19;21;21;100;0
1;59;98;44;127;100;20;13;15;92;2
0;86;2;83;199;75;43;21;21;100;7
0;74;96;79;265;88;53;28;30;100;8
1;72;36;56;123;65;30;27;27;96;0
1;76;17;101;207;58;24;18;21;100;8
0;64;2;31;46;67;20;4;5;100;2
0;74;65;46;73;50;11;9;9;100;21
0;57;90;83;232;93;29;21;24;63;4
0;77;40;44;92;67;40;15;15;100;2
0;79;45;64;214;50;16;28;32;94;3
0;66;33;69;150;50;39;17;23;90;3
0;80;3;66;192;16;8;52;52;100;4
0;66;33;32;96;71;14;13;14;93;5
1;63;33;42;194;50;14;24;28;93;0
1;72;0;63;110;25;54;12;13;92;0
0;89;11;56;169;20;14;13;14;100;17
1;65;33;43;82;56;33;25;30;97;2
0;74;22;98;390;33;24;37;38;100;0
0;67;39;91;232;67;21;28;28;96;0
1;84;14;66;230;33;15;13;13;100;8
0;75;10;67;258;18;36;30;33;97;1
0;76;20;74;170;67;38;33;34;100;12
0;80;21;65;203;50;57;21;23;100;4
0;86;3;102;337;50;27;21;22;100;1
1;68;25;47;115;75;47;35;36;94;4
0;81;22;123;427;63;31;28;29;100;3
1;69;72;167;447;46;32;21;25;80;8
0;69;0;117;282;25;18;8;11;91;0
1;60;68;38;82;62;35;19;20;95;16
1;65;42;17;33;80;33;13;15;100;2
0;65;71;75;212;86;43;21;23;87;19
0;60;64;31;63;64;56;15;16;100;6
1;60;70;124;410;83;25;29;32;97;1
0;85;36;91;277;100;25;8;8;100;22
0;63;16;107;292;56;18;15;17;94;0
0;84;12;80;276;56;33;15;15;100;17
0;86;5;96;288;41;34;35;38;100;0
1;75;36;45;169;53;21;27;29;100;15
0;74;21;54;178;44;28;24;25;100;2
0;75;16;63;210;60;36;39;44;100;1
0;61;51;18;46;84;14;20;21;100;2
0;80;6;34;93;67;40;13;15;100;7
0;78;11;70;194;41;25;42;48;100;2
0;81;12;67;170;63;25;21;24;100;3
0;89;0;55;190;30;47;14;15;100;5
0;63;11;103;232;17;6;14;17;88;1
0;63;71;81;159;53;40;41;42;95;13
1;56;66;65;134;60;46;19;24;67;0
0;71;74;104;229;69;22;35;36;100;19
0;65;11;62;292;35;31;42;45;96;0
0;86;0;89;182;44;30;18;20;100;1
0;85;10;93;309;57;38;44;47;100;3
0;89;2;85;168;33;36;31;33;100;21
0;68;69;115;328;83;36;36;36;100;11
0;82;20;119;233;47;23;37;39;100;12
0;89;1;77;180;29;24;37;41;100;5
0;85;6;78;225;31;38;42;45;100;0
0;81;13;77;156;33;39;31;37;100;0
0;76;37;90;193;67;40;32;35;100;0
0;78;10;129;359;40;34;47;50;98;0
0;77;4;75;194;60;53;18;19;95;0
1;80;38;116;208;86;27;15;15;100;1
1;65;24;110;345;33;25;57;59;95;1
0;70;57;71;178;75;42;32;36;97;20
1;71;3;75;218;56;39;22;24;96;1
1;70;19;56;212;75;36;32;36;100;1
0;85;5;147;504;75;8;12;12;100;17
1;87;25;69;260;100;33;10;12;100;19
0;71;39;71;357;75;52;26;27;96;5
0;87;1;115;240;67;58;12;12;100;7
0;85;4;81;320;36;47;27;32;100;8
0;70;69;63;206;100;38;19;21;100;8
0;83;4;137;347;56;21;24;28;100;4
1;78;77;124;283;92;19;33;37;100;3
0;83;1;69;244;38;15;33;34;100;4
0;77;41;95;387;80;58;44;45;98;3
0;73;13;78;424;44;20;36;40;100;3
0;84;0;83;203;27;38;32;34;100;9
0;86;0;100;358;17;34;28;29;97;5
0;72;13;81;214;47;35;60;68;95;0
1;76;81;101;316;100;80;9;10;100;0
0;71;57;46;98;86;39;17;18;100;0
0;82;10;115;429;65;13;30;30;97;11
0;57;11;62;171;39;26;33;34;97;0
1;61;48;98;328;50;31;15;16;94;14
0;84;5;64;144;67;25;16;16;100;1
0;78;7;89;266;75;40;5;5;100;1
0;62;35;54;163;56;57;42;45;91;0
1;72;4;77;113;60;15;21;26;73;0
1;69;77;62;193;80;44;15;16;100;6
1;65;42;47;87;78;20;16;20;100;2
1;73;24;92;317;50;17;34;36;100;0
1;63;65;65;120;73;38;18;24;100;0
1;57;64;70;160;71;73;6;11;45;0
0;60;88;61;106;93;22;25;27;93;0
0;69;0;63;194;35;29;41;41;95;0
1;84;0;88;127;75;43;7;7;100;0
1;50;99;29;54;100;60;13;15;87;0
1;68;86;37;69;83;27;11;11;100;0
1;55;131;43;138;100;50;3;4;50;0
1;59;105;45;117;83;36;11;11;91;0
1;56;33;91;274;56;3;29;32;78;0
0;86;8;87;275;50;33;18;18;100;0
1;50;76;15;23;100;40;5;5;80;0
0;81;9;51;266;83;53;29;30;100;0
0;80;1;76;208;35;13;30;31;97;0
1;69;53;16;33;100;20;5;5;100;0
1;60;67;53;154;80;41;56;58;100;0
1;76;4;128;422;20;3;35;37;89;0
1;70;83;112;457;100;40;10;10;90;0
0;64;73;42;162;75;42;12;12;92;0
1;57;0;48;86;80;92;8;14;31;0
1;68;7;52;143;53;19;35;36;94;0
1;58;90;24;42;100;50;17;18;100;0
0;63;36;84;263;59;34;33;35;86;0
1;70;77;122;386;57;15;18;20;90;0
1;69;40;82;274;33;44;35;36;97;0
1;71;34;69;179;50;29;34;34;100;0
1;67;34;87;278;67;33;4;6;33;0
1;83;35;62;113;60;40;15;15;100;0
1;70;57;70;270;55;15;26;27;100;0
1;66;65;66;164;33;19;19;21;95;0
1;69;79;48;126;67;43;20;21;100;0
1;58;65;50;151;100;44;9;9;67;0
1;63;42;88;252;57;17;17;18;94;0
1;54;81;58;248;92;29;25;28;96;0
1;76;44;53;131;88;32;19;19;95;0
1;58;40;67;163;93;52;23;27;81;0
0;61;99;41;182;100;50;6;8;88;0
0;89;2;79;148;80;33;11;12;100;0
1;61;43;38;74;46;31;24;26;85;0
1;67;33;66;233;83;67;13;15;87;0
0;83;5;185;345;64;20;19;20;95;0
1;63;47;78;195;67;11;34;35;94;0
1;71;32;39;106;67;52;22;25;92;0
1;55;87;51;164;100;17;3;6;67;0
1;88;0;101;419;25;33;21;21;100;0
0;85;2;58;127;33;50;22;22;100;0
0;82;2;82;157;60;50;22;22;100;0
1;65;86;67;251;100;79;23;24;92;0
0;68;45;71;255;100;42;11;12;92;0
1;66;79;61;186;100;63;24;27;100;0
1;66;42;12;24;67;17;11;12;100;0
1;61;78;103;425;100;58;13;20;79;0
1;68;38;42;85;64;48;24;27;100;0
0;60;18;7;12;100;50;1;3;100;0
1;68;70;54;142;80;26;26;27;100;0
0;66;51;51;262;82;39;14;18;83;0
1;71;41;63;149;73;36;27;28;96;0
1;64;78;35;74;100;62;25;26;100;0
0;81;0;55;119;67;57;7;7;100;0
1;75;64;72;124;86;38;21;21;100;0
1;77;25;63;220;50;53;38;40;100;0
1;78;37;133;260;82;35;23;23;100;0
0;86;0;102;315;29;53;18;19;95;0
1;67;83;41;89;100;71;19;21;100;0
1;59;85;65;154;79;37;27;27;100;0
0;70;55;85;222;71;25;20;21;100;4
1;65;60;81;153;86;53;17;19;89;1
1;70;23;51;108;50;65;45;49;98;7
1;68;52;42;80;100;46;13;13;85;2
1;64;64;26;50;55;43;14;15;100;8
0;88;1;83;205;50;36;14;14;100;14
1;68;74;67;195;75;52;22;23;87;2
0;72;37;55;198;67;45;30;31;100;0
1;65;21;70;112;67;27;9;11;73;1
0;67;25;69;172;69;31;36;38;100;0
0;79;28;101;247;100;20;18;20;90;9
0;81;0;59;142;50;56;15;18;100;1
1;70;57;49;228;90;0;11;12;100;8
1;67;53;36;77;78;14;14;14;100;1
0;66;33;57;221;70;44;33;37;100;1
0;84;35;76;213;57;18;17;17;100;16
1;57;98;36;117;83;50;10;10;70;1
1;76;22;85;288;81;6;32;33;100;5
0;87;1;82;384;38;17;17;20;100;11
1;65;83;65;162;86;50;28;28;100;1
0;68;42;85;305;67;38;32;34;94;0
1;71;35;76;182;50;31;13;14;85;19
1;67;99;36;124;100;75;12;12;92;22
0;77;26;52;119;92;73;30;34;100;6
0;89;6;165;364;67;36;14;14;100;3
1;65;24;84;293;58;26;29;32;94;1
1;70;15;91;150;38;18;20;22;81;1
0;89;2;95;324;83;17;18;18;100;14
1;58;68;99;334;58;54;34;37;68;2
1;69;47;43;100;86;33;12;13;100;0
0;91;8;101;262;50;0;9;9;100;19
1;74;23;64;176;61;32;22;23;100;1
1;79;32;71;130;75;55;31;32;100;0
0;72;33;84;298;57;20;22;25;96;1
0;66;55;69;182;91;25;20;20;100;3
1;65;60;47;145;91;52;21;23;96;3
1;63;99;48;119;100;62;23;26;96;0
0;77;29;122;290;80;42;19;19;100;1
0;71;71;75;206;67;45;11;11;91;4
1;62;48;45;354;65;21;23;29;100;1
0;64;52;121;320;76;27;33;34;88;14
0;70;43;104;316;56;5;37;38;100;2
1;75;24;12;40;100;67;6;6;100;6
1;64;73;72;286;80;39;35;36;100;3
1;60;75;110;215;64;7;15;15;73;11
